summary,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
"Leonard is forced to ask Penny to set Howard up with one of her friends, while Sheldon seeks payback against sci-fi star Wil Wheaton.",0,anger,0.5605881,0.5605881,0.3032339,0.00616714,0.001910257,0.074132435,0.050820272,0.0031478
"Leonard tries to learn about football to fit in with Penny's friends. Meanwhile, a loss in a kite war threatens to end Raj and Howard's friendship.",2,fear,0.9453414,0.014940152,0.0053649,0.9453414,0.001754618,0.018414553,0.011376028,0.002808229
Sheldon is caught in the middle when Leonard and Penny argue about Penny's friend staying at her apartment.,4,neutral,0.43173385,0.33381635,0.14574757,0.02782463,0.003165808,0.43173385,0.021979526,0.035732236
"Penny is forced to turn to Sheldon for help when she dislocates her shoulder in the bathtub. Meanwhile, the rest of the guys accidentally get stoned in the desert while waiting for a meteor shower.",1,disgust,0.3135862,0.026460316,0.3135862,0.061694227,0.003129396,0.29522136,0.2643663,0.03554219
Sheldon plans revenge after Kripke humiliates him on the radio. Howard develops doubts about his relationship with Bernadette.,0,anger,0.49209517,0.49209517,0.29807612,0.012425931,0.002065805,0.1511708,0.039233483,0.0049327
"Sheldon attempts to help Penny understand physics to impress Leonard, while Howard becomes jealous when Bernadette takes an interest in Leonard's research.",0,anger,0.5763171,0.5763171,0.18988784,0.004271778,0.004873954,0.18726185,0.02356447,0.013823044
Leonard's mother makes a visit to his dismay and Sheldon's delight.,5,sadness,0.37158197,0.038897138,0.25547582,0.046718545,0.015288401,0.19549076,0.37158197,0.07654742
Raj talks Sheldon into being his wingman at a university mixer. Leonard has trouble dealing with Penny consulting a psychic.,4,neutral,0.4379558,0.025654964,0.09403923,0.22031033,0.003567201,0.4379558,0.19472712,0.023745332
"When their apartment is robbed, Leonard and Sheldon turn to Howard and Raj to create a state-of-the-art security system.",2,fear,0.5416527,0.3709437,0.008704831,0.5416527,0.000906072,0.005553856,0.061900083,0.010338858
Sheldon wreaks havoc when he is stumped by a difficult physics question.,2,fear,0.5629965,0.058523968,0.09172859,0.5629965,0.001759579,0.2026316,0.02992354,0.05243623
"When Leonard is offered a trip to Switzerland on Valentine's Day to visit the CERN laboratory, Sheldon uses any and all means to be his guest instead of Penny.",4,neutral,0.4907831,0.060492005,0.2877597,0.00401262,0.1337825,0.4907831,0.008351391,0.01481863
Sheldon misses an opportunity to get Stan Lee's autograph because he has to make an appearance in traffic court.,5,sadness,0.6464588,0.12685795,0.050863884,0.005392255,0.002327615,0.153507,0.6464588,0.014592506
"The guys' friendship is threatened when they find a ring from the ""Lord of the Rings"" trilogy.",2,fear,0.97567576,0.007828393,0.00196233,0.97567576,0.001336279,0.008079733,0.003775225,0.00134221
Sheldon seeks help from the rest of the gang in overcoming his fear of public speaking when he receives an award.,2,fear,0.8082531,0.010424537,0.011935695,0.8082531,0.04420748,0.10966727,0.012944301,0.002567597
Sheldon takes on Wil Wheaton in a game of bowling. Leonard and Penny's relationship comes to a crossroad.,4,neutral,0.86243576,0.015429121,0.015513495,0.009726509,0.043009497,0.86243576,0.022220885,0.031664792
Sheldon is forced to go behind Leonard's back to spend time with Penny following their breakup.,5,sadness,0.8505091,0.016681451,0.05705565,0.011861599,0.001927542,0.05693741,0.8505091,0.005027243
Chaos ensues when a nymphomaniac physicist visiting Sheldon hooks up with Leonard.,4,neutral,0.57871634,0.025854599,0.14438012,0.0537202,0.077877484,0.57871634,0.10549245,0.013958789
Leonard tells Penny about how he and Sheldon became roommates and what happened to the elevator.,4,neutral,0.91546625,0.0083428,0.024820723,0.006291556,0.003712511,0.91546625,0.010844395,0.030521803
"Penny has a night of angry, drunken sex with Leonard, much to his confusion. Meanwhile, Howard and Raj search for Sheldon's perfect match online.",0,anger,0.7726929,0.7726929,0.022733284,0.009043117,0.002479529,0.15769993,0.019502169,0.015849147
"Penny ends up tagging along on Sheldon's first ever date with Amy, while Howard finds an unusual use for a robotic arm.",4,neutral,0.70485073,0.005794275,0.029752987,0.002741809,0.006390024,0.70485073,0.005348748,0.24512146
"When Sheldon calculates the technology to download his consciousness into a robot won't be invented soon enough, he desperately tries to find a way to increase his lifespan.",5,sadness,0.39566654,0.0706836,0.055579595,0.057680193,0.002831232,0.3941554,0.39566654,0.023403455
"Following his 'breakup' with Amy, the gang become concerned with Sheldon's obsessive search for non-human companionship and call his mother to intervene.",0,anger,0.38207608,0.38207608,0.05516698,0.37099224,0.003465523,0.11192947,0.07157964,0.004790018
"Howard tries to get Penny's help in winning back Bernadette, but first has to confess the embarrassing reason why they broke up in the first place. Raj and Sheldon clash over a desk.",5,sadness,0.63934565,0.092311166,0.08159066,0.02265674,0.008576431,0.11481217,0.63934565,0.04070723
"Sheldon is scared that he is in a relationship when Amy asks him to meet her mother, and Leonard asks Howard and Bernadette to set him up because he is the only person in the group without a girlfriend.",2,fear,0.97308546,0.00302761,0.001828277,0.97308546,0.001185208,0.014381755,0.003201028,0.003290721
"Leonard tries to keep everyone from finding out that he spent the night with Raj's sister, but Sheldon finds out and concocts an elaborate story to help him keep the secret from Raj.",0,anger,0.6056801,0.6056801,0.18947919,0.008454833,0.003293976,0.115992256,0.063579455,0.013520155
An FBI agent interviews the guys when Howard needs to obtain a security clearance.,4,neutral,0.67697555,0.020632016,0.14304216,0.1156856,0.008899382,0.67697555,0.012251644,0.022513608
"The guys camp out all night waiting to see an extended cut of Indiana Jones, while Amy joins in on girls' night with Penny and Bernadette.",4,neutral,0.9430709,0.002712349,0.003579563,0.00518914,0.024283547,0.9430709,0.013004181,0.008160356
"Penny asks Leonard to pose as her boyfriend when her father visits. Howard, Raj and Bernadette have an awkward encounter when they spend the evening together.",1,disgust,0.89391804,0.00547705,0.89391804,0.012882846,0.00721143,0.050327923,0.026246404,0.003936217
"Amy finds she has sexual feelings for Penny's ex-boyfriend Zack, while Raj and Howard try to prove who would be the better superhero.",1,disgust,0.6192088,0.032113485,0.6192088,0.003490352,0.006853897,0.29406253,0.034371503,0.009899417
The guys enter a costume contest as members of the Justice League and convince Penny and Zack to join them.,4,neutral,0.8685068,0.02760572,0.012992542,0.002770518,0.04768963,0.8685068,0.005175238,0.035259552
"Leonard has an idea for a new smartphone app and asks the guys for help, however Sheldon tries to take over the project, and Leonard fires him.",0,anger,0.671075,0.671075,0.05152789,0.013177379,0.004024623,0.10727804,0.1180171,0.03490007
Chaos ensues when the gang spend the weekend together at a science convention.,1,disgust,0.44182357,0.042198464,0.44182357,0.024597816,0.0404442,0.3952891,0.047502127,0.008144667
"To improve his skills as an instructor, Sheldon asks Penny to give him acting lessons. Meanwhile, Raj begins having impure fantasies about Bernadette.",1,disgust,0.77093095,0.056696754,0.77093095,0.025929123,0.00663496,0.124189705,0.007586248,0.00803223
"To secure needed funding for the university, Sheldon convinces Leonard to get friendly with a wealthy benefactor.",4,neutral,0.69024336,0.07342881,0.09189553,0.00601527,0.11598332,0.69024336,0.009627893,0.012805753
"Bernadette makes Howard choose between herself and his mother, while Penny and Raj become upset when Priya returns to town and resumes her relationship with Leonard.",0,anger,0.7083898,0.7083898,0.059970025,0.009341395,0.004698046,0.17029022,0.04115742,0.006152941
Sheldon becomes concerned when everybody begins to hang out at Raj's apartment and discovers Leonard is the center of the group.,4,neutral,0.5057054,0.083002344,0.22442865,0.13780704,0.004508902,0.5057054,0.019956859,0.024590723
Priya forces Leonard to choose between a relationship with her or a friendship with Penny. A magic trick by Howard has Sheldon fooled.,4,neutral,0.7616249,0.018005332,0.014539359,0.011095879,0.021043608,0.7616249,0.009203932,0.16448703
"The guys go all out to help Sheldon find the person responsible for hacking his online gaming account, while the girls' hatred for Priya increases.",0,anger,0.5943252,0.5943252,0.1019244,0.004037923,0.008267259,0.27851358,0.006915822,0.006015834
Sheldon and Amy secretly experiment on the gang by spreading rumors when they hear that Bernadette is thinking about breaking up with Howard.,4,neutral,0.40550005,0.050064355,0.14962858,0.16775374,0.027376467,0.40550005,0.17054462,0.029132226
"When Priya finds a loophole in the roommate agreement to throw Sheldon out for the night, Penny, Amy and Bernadette take him to a nightclub.",1,disgust,0.7241941,0.109595254,0.7241941,0.007436203,0.020886537,0.1156445,0.010054195,0.012189065
"Sheldon invents a three-player chess game, Penny and Amy use Bernadette to spy on Leonard and Priya, and Raj tries a new drug to treat his social anxiety.",2,fear,0.5306061,0.015865361,0.018536298,0.5306061,0.009261152,0.3718862,0.042383797,0.011461037
"Howard believes that his mom suffered a heart attack because he told her that he's marrying Bernadette, Sheldon freaks out over germs, and Penny and Priya compare notes on Leonard.",5,sadness,0.5520224,0.010356114,0.026419109,0.09152724,0.007957169,0.21595342,0.5520224,0.095764615
Raj moves in with Sheldon after hearing Leonard and Priya engage in a Star Trek fantasy in his apartment. Bernadette receives her doctorate.,4,neutral,0.56956005,0.01499967,0.01433143,0.003069031,0.33335626,0.56956005,0.04360843,0.021075143
The gang deal with the fallout from Penny and Raj's night together.,5,sadness,0.59443295,0.04068142,0.103286885,0.0220676,0.030937444,0.20422995,0.59443295,0.004363746
Amy gets inadvertently caught in the middle of a fight between Sheldon and Penny over a chair. Leonard tries to add some spice to his long-distance relationship with Priya.,4,neutral,0.6005766,0.1036058,0.11297313,0.055796858,0.006314621,0.6005766,0.06814367,0.05258939
Leonard accompanies Amy to a colleague's wedding. Howard tries to convince Bernadette to live with his mother after they get married.,4,neutral,0.5269206,0.012935921,0.061701495,0.004304674,0.3486619,0.5269206,0.029282216,0.016193228
"Penny sets up Raj with a deaf friend, not knowing that she's actually a gold digger, and Sheldon decides to let his minor decisions rest on the roll of the dice.",4,neutral,0.6343267,0.11617637,0.1842817,0.006494097,0.006894062,0.6343267,0.037974022,0.013853007
"Sheldon takes offense when Leonard wants to attend a party with Wil Wheaton, while Bernadette tries to block Howard's opportunity to go into outer space.",0,anger,0.69432914,0.69432914,0.21328121,0.004658156,0.001413131,0.07023668,0.010424571,0.005657122
Sheldon gets upset when his mother comes to visit but refuses to cook for him and attend physics lectures.,0,anger,0.52510333,0.52510333,0.21417232,0.013471714,0.00366361,0.18035108,0.057742886,0.005495116
Sheldon tries to get into the spirit of Halloween by trying to scare the guys after they prank him. Leonard seeks Penny's advice when an attractive comic book artist takes an interest in him.,2,fear,0.5020962,0.032175668,0.029723845,0.5020962,0.025920723,0.35762596,0.011956333,0.040501334
"Amy is hurt when Penny and Bernadette go bridesmaid dress shopping without her, so she turns to a reluctant Sheldon for comfort.",2,fear,0.48076436,0.006880768,0.014016599,0.48076436,0.002491851,0.09130407,0.39510876,0.009433521
"Sheldon tries to overcome his fear of birds, while Leonard and Penny attempt to hang out together strictly as friends.",2,fear,0.78329533,0.010982707,0.014629054,0.78329533,0.014965864,0.15912949,0.014260283,0.002737296
"When Stuart asks Amy on a date, Sheldon considers having a more serious relationship with her. Meanwhile, the guys become obsessed with a new card game involving Wild West heroes and witches.",2,fear,0.35445336,0.103656165,0.18063825,0.35445336,0.010492192,0.17232123,0.16532336,0.013115401
"Leonard confronts the man who bullied him in high school, while Penny realizes she did her fair share of tormenting in the past.",1,disgust,0.5934958,0.093600936,0.5934958,0.098475195,0.003703215,0.10191859,0.1052255,0.003580798
Penny helps Sheldon work on his relationship with Amy when he trivializes one of her accomplishments. Howard is irked by Bernadette's dislike of children.,0,anger,0.8998978,0.8998978,0.06389717,0.00490777,0.000901473,0.018988868,0.007346365,0.004060477
Leonard and Penny contemplate reviving their romantic relationship.,2,fear,0.3182951,0.02362651,0.05555433,0.3182951,0.26757002,0.18902701,0.12867785,0.017249249
Leonard and Penny develop a system to ensure their dates go smoothly. Raj finally finds a woman he can talk to - the virtual assistant on his mobile phone.,4,neutral,0.8344096,0.008842664,0.004367658,0.001491457,0.06201883,0.8344096,0.006930226,0.081939496
"Leonard signs out of his roommate agreement, reducing himself and Sheldon to mere acquaintances, while Howard tries to think of a cool astronaut nickname for himself.",4,neutral,0.7965231,0.029737867,0.14448038,0.002679395,0.011699351,0.7965231,0.012498713,0.002381219
"When the university forces Sheldon to use vacation days, he decides to hang out in Amy's lab. Howard becomes upset when he hears Bernadette wants him to sign a prenuptial agreement.",0,anger,0.56809956,0.56809956,0.12888046,0.004461156,0.005091609,0.20456322,0.07524333,0.013660792
